,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8,display_name,house_number,road,neighbourhood,city_district,city,municipality,county,state,country,postcode,country_code,suburb,pharmacy,footway,residential,town,state_district,address29,pedestrian,bar,hamlet,village,cycleway,attraction,pub,post_office,restaurant,convenience,aerodrome,retail,hotel,locality,public_building,newsagent,clothes,province,estate_agent,cafe,place_of_worship,arts_centre,cinema,building,fast_food,post_box,supermarket,townhall,beauty,region,bank,parking,shoes,hairdresser,museum,industrial,clinic,commercial,alcohol,marina,theatre,memorial,artwork,castle,archaeological_site,subway_entrance,bakery,bus_stop,car,information,station,house,chalet,community_centre,bay,nightclub,courthouse,mobile_phone,hostel,optician,garden_centre,school,monument,books,travel_agency,computer,butcher,dry_cleaning,bicycle,mall,doctors,furniture,university,library,tram_stop,college,caravan_site,car_rental,stadium,sports_centre,water,path,wood,pitch,recycling,shop,address26,crematorium,car_repair,kindergarten,ferry_terminal
521,Brasserie Lola,"99 Rue du Théâtre, 75015 Paris, France",48.846821899999995,2.293777,"[16, 0]","[19, 0]",3,Fischer Tradition,7.0,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brasserie Lola, 99, Rue du Théâtre, Quartier de Grenelle, Paris, Île-de-France, France métropolitaine, 75015, France",99,Rue du Théâtre,,,Paris,Paris,Paris,Île-de-France,France,75015,fr,Quartier de Grenelle,,,,,,,,Brasserie Lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Brasserie Moliteuil,"55 Rue Molitor, 75016 Paris, France",48.845257200000006,2.2578222,"[16, 0]","[19, 30]",0,Cheapest beer,7.5,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55, Rue Molitor, Hameau Boileau, Quartier d'Auteuil, Paris, Île-de-France, France métropolitaine, 75016, France",55,Rue Molitor,Hameau Boileau,,Paris,Paris,Paris,Île-de-France,France,75016,fr,Quartier d'Auteuil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Brasserie O'Neil (40cl),"20 Rue des Canettes, 75006 Paris, France",48.851837700000004,2.3336366,"[15, 0]","[19, 0]",4,Cheapest beer,6.0,4.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Neil Brasserie Artisanale, 20, Rue des Canettes, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",20,Rue des Canettes,,,Paris,Paris,Paris,Île-de-France,France,75006,fr,Paris 6e Arrondissement,,,,,,,,,,,,,O'Neil Brasserie Artisanale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Brasserie Pub Saint Léon,"66 Boulevard de Verdun, 33670 Créon, France",44.7728382,-0.3499634,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, Avenue Suzanne Salvet, Montuard, Créon, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33670, France",1,Avenue Suzanne Salvet,,,,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33670,fr,,,,,,,,,,Montuard,Créon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Brasserie Saint Epvre,"4 Place Saint-Epvre, 54000 Nancy, France",48.6960734,6.1790237,"[17, 0]","[20, 0]",0,Meteor,3.8,3.1,50,Hoegaarden Wit-Blanche,6.6,3.99,50.0,Leffe Blonde,6.9,3.99,50.0,Leffe Ruby,7.9,3.99,50.0,Charlie Wells ,7.4,,50.0,Cuvée des Trolls,8.3,,50.0,Barbar blond,8.3,,50.0,,,,,"4, Place Saint-Epvre, Saint-Nicolas - Charles III - Ville vieille - Trois Maisons - Léopold, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54100, France",4,Place Saint-Epvre,,,Nancy,Nancy,Meurthe-et-Moselle,Grand Est,France,54100,fr,Saint-Nicolas - Charles III - Ville vieille - Trois Maisons - Léopold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Brasserie d'Auteuil,"78 Rue d'Auteuil, 75016 Paris, France",48.8482899,2.2598171000000002,0,0,0,Budlight,8.0,,50,Hoegaarden Wit-Blanche,9.0,,50.0,Leffe Blonde,9.0,,50.0,,,,,,,,,,,,,,,,,,,,,"78, Rue d'Auteuil, Hameau Boileau, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",78,Rue d'Auteuil,Hameau Boileau,,Paris,Paris,Paris,Île-de-France,France,75016,fr,Paris 16e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Brasserie de l'hôtel de ville,"10 Place de l'Hôtel de ville, 92600 Asnières-sur-Seine, France",48.9105292,2.2897612,0,0,0,Cheapest beer,,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14, Place de l'Hôtel de Ville, Centre-Ville, Asnières-sur-Seine, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92600, France",14,Place de l'Hôtel de Ville,,,,Arrondissement de Nanterre,Hauts-de-Seine,Île-de-France,France,92600,fr,Centre-Ville,,,,Asnières-sur-Seine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Brasserie de la Bourse,"27 Rue Jean-Jacques Rousseau, 75001 Paris, France",48.8629224,2.3412146000000003,0,0,1,Cheapest beer,,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27, Rue Jean-Jacques Rousseau, Quartier des Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",27,Rue Jean-Jacques Rousseau,Quartier des Halles,,Paris,Paris,Paris,Île-de-France,France,75001,fr,Paris 1er Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Brasserie du Théâtre,86 Rue de La Jonquière,48.8946963,2.3192545,0,0,20,Mell's Brau,4.5,,50,La Chouffe,6.0,,50.0,Cuvée des Trolls,6.5,,50.0,Pelforth,5.0,,50.0,Vedett Extra White,6.0,,50.0,,,,,,,,,,,,,"86, Rue de la Jonquière, Quartier des Épinettes, Paris, Île-de-France, France métropolitaine, 75017, France",86,Rue de la Jonquière,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Épinettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Break Time,"2 Rue Biot, 75017 Paris, France",48.8839281,2.3266788,0,0,1,Stella Artois,6.0,,50,Hoegaarden Wit-Blanche,7.4,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"Break Time, 2, Rue Biot, Quartier des Batignolles, Paris, Île-de-France, France métropolitaine, 75017, France",2,Rue Biot,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Batignolles,,,,,,,,,,,,,,,,,,,,,,,,,,Break Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Brew Craft Beer Pub And Coffee Roastery,"1103 Tutanekai St, Rotorua 3010, Nouvelle-Zélande",-38.1333164,176.25133169999995,0,0,0,Cheapest beer,4.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brew, 1103, Tutanekai Street, Ohinemutu Maori Village, Ohinemutu, Rotorua, Rotorua District, Bay of Plenty, 3010, New Zealand",1103,,Ohinemutu Maori Village,,Rotorua,,Rotorua District,Bay of Plenty,New Zealand,3010,nz,Ohinemutu,,,,,,,Tutanekai Street,Brew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Brew On Quay,"102 Quay St, Auckland, 1010, Nouvelle-Zélande",-36.844437,174.7706882,0,0,0,Cheapest beer,10.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brew on Quay, 102, Quay Street, Viaduct Harbour, Auckland Central, Waitematā, Waitematā and Gulf Ward, Auckland, 1010, New Zealand",102,Quay Street,Viaduct Harbour,,Waitematā,,Waitematā and Gulf Ward,Auckland,New Zealand,1010,nz,Auckland Central,,,,,,,,,,,,,Brew on Quay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Brewberry,"11 Rue du Pot de Fer, 75005 Paris, France",48.8429034,2.3485256000000003,"[16, 0]","[19, 0]",1,Cheapest beer,9.6,7.2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brewberry, 11, Rue du Pot de Fer, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",11,Rue du Pot de Fer,,,Paris,Paris,Paris,Île-de-France,France,75005,fr,Paris 5e Arrondissement,,,,,,,,Brewberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Brewdog Shoreditch,"55 Bethnal Green Rd, London E1 6LA, UK",51.524577,-0.07267439999999999,0,0,0,Cheapest beer,5.15,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BrewDog, 51-55, Bethnal Green Road, Spitalfields, London Borough of Tower Hamlets, London, Greater London, England, E1 6LA, United Kingdom",51-55,Bethnal Green Road,,,London Borough of Tower Hamlets,,,England,United Kingdom,E1 6LA,gb,Spitalfields,,,,,Greater London,,,BrewDog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Brigitte Le Bar,"12 Rue Marie et Louise, 75010 Paris, France",48.87199320000001,2.3665436,0,0,0,Cheapest beer,6.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12, Rue Marie et Louise, Quartier de l'Hôpital Saint-Louis, Paris, Île-de-France, France métropolitaine, 75010, France",12,Rue Marie et Louise,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de l'Hôpital Saint-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Brixton,"17 Quai Richelieu, 33000 Bordeaux, France",44.839137799999996,-0.568415,"[13, 0]","[19, 0]",0,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17, Quai Richelieu, Centre ville, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",17,Quai Richelieu,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Centre ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Broc Café,"2 Boulevard Henri IV, 34090 Montpellier, France",43.612668400000004,3.872724700000002,0,0,1,Cheapest beer,,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2, Boulevard Henri IV, Centre Historique, Centre, Montpellier, Hérault, Occitanie, France métropolitaine, 34062, France",2,,Centre Historique,,Montpellier,Montpellier,Hérault,Occitanie,France,34062,fr,Centre,,,,,,,Boulevard Henri IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Brooklyn,"31 Avenue de la Gare, 1611 Luxembourg",49.68057020000001,5.8103158160077655,0,0,1,Cheapest beer,3.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31, Avenue de la Gare, Hetchegass, Seymerich, Arlon, Luxembourg, Wallonie, 6700, België - Belgique - Belgien",31,Avenue de la Gare,Hetchegass,,,,Luxembourg,Wallonie,België - Belgique - Belgien,6700,be,,,,,Arlon,,,,,Seymerich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Brooklyn Bar,"15 Rue Masséna, 59800 Lille, France",50.6225578,3.164746144367593,0,0,0,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15, Rue Masséna, Ascq, Villeneuve-d'Ascq, Lille, Nord, Hauts-de-France, France métropolitaine, 59491, France",15,Rue Masséna,,,,Lille,Nord,Hauts-de-France,France,59491,fr,Ascq,,,,Villeneuve-d'Ascq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Brooklyn Cafe,"31 Rue des Batignolles, 75017 Paris, France",48.8849258,2.3207793,0,0,1,Cheapest beer,8.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31, Rue des Batignolles, Quartier des Batignolles, Paris, Île-de-France, France métropolitaine, 75017, France",31,Rue des Batignolles,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Batignolles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Brooklyn Cafe,"32 Place Saint-Ferdinand, 75017 Paris, France",48.87809470000001,2.2877739,"[16, 0]","[20, 0]",2,Carlsberg,7.2,6.0,50,Grimbergen Blonde,8.8,6.0,50.0,Grimbergen Blanche,8.8,6.0,50.0,Brooklyn Lager,8.8,6.0,50.0,Corona,6.0,6.0,33.0,Kronenbourg Tigre Bock,6.0,6.0,33.0,Kwak,6.0,6.0,33.0,,,,,"Brooklyn Café, 32, Place Saint-Ferdinand, Quartier des Ternes, Paris, Île-de-France, France métropolitaine, 75017, France",32,Place Saint-Ferdinand,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Ternes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Brussels Beer Project,"1 Rue de Bruxelles, 75009 Paris-9E-Arrondissement, France",48.8835466,2.3319242,0,0,1,Cheapest beer,8.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brussels Beer Project // Pigalle, 1, Rue de Bruxelles, Quartier Saint-Georges, Paris, Île-de-France, France métropolitaine, 75009, France",1,Rue de Bruxelles,Quartier Saint-Georges,,Paris,Paris,Paris,Île-de-France,France,75009,fr,Quartier Saint-Georges,,,,,,,,Brussels Beer Project // Pigalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Bryans Café,"60 Cours Emile Zola, 69100 Villeurbanne, France",45.770866399999996,4.8683511,0,0,1,Cheapest beer,5.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60, Cours Émile Zola, Charpennes, Villeurbanne, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",60,Cours Émile Zola,,,Villeurbanne,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69100,fr,Charpennes,,,,,Circonscription départementale du Rhône,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Bubble Bar,"14 Avenue Gantin, 74150 Rumilly, France",45.86048220000001,5.9481477,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Paniere, Avenue Gantin, Grange Rouge, Rumilly, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74150, France",,Avenue Gantin,,,,Annecy,Haute-Savoie,Auvergne-Rhône-Alpes,France,74150,fr,,,,,Rumilly,,,,,Grange Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Paniere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Buck Mulligan's,"12 Rue du Château, 44000 Nantes, France",47.2162933,-1.5521003,0,0,1,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buck Mulligan's, 12, Rue du Château, Decré - Cathédrale, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44000, France",12,,Decré - Cathédrale,,Nantes,Nantes,Loire-Atlantique,Pays de la Loire,France,44000,fr,Centre Ville,,,,,,,Rue du Château,,,,,,Buck Mulligan's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Buffalo Burger,"19 Rue Serpente, 28000 Chartres, France",48.4466782,1.4877233,0,0,1,Cheapest beer,,3.9,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boucherie ""Pinson, Rue Henri Garnier, Chartres, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28000, France",,,,,,Chartres,Eure-et-Loir,Centre-Val de Loire,France,28000,fr,,,,,Chartres,,,Rue Henri Garnier,,,,,,,,,,,,,,,,,,,,,,,"Boucherie ""Pinson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Bugsy's,"15 Rue Montalivet, 75008 Paris, France",48.8712117,2.3179557999999996,"[17, 0]","[19, 0]",1,Cheapest beer,6.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15, Rue Montalivet, Quartier de la Madeleine, Paris, Île-de-France, France métropolitaine, 75008, France",15,Rue Montalivet,,,Paris,Paris,Paris,Île-de-France,France,75008,fr,Quartier de la Madeleine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Bull'S Brothers,"27 Rue de la Huchette, 75005 Paris, France",48.8530741,2.3451886,"[15, 0]","[20, 0]",2,Konigsbacher,9.0,5.0,50,La Chouffe,9.0,,50.0,Kwak,9.0,,50.0,Sol,,,50.0,,,,,,,,,,,,,,,,,"27, Rue de la Huchette, Îlot Saint-Séverin, Quartier de la Sorbonne, Paris, Île-de-France, France métropolitaine, 75005, France",27,Rue de la Huchette,Îlot Saint-Séverin,,Paris,Paris,Paris,Île-de-France,France,75005,fr,Quartier de la Sorbonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Bulldog Bar,"plac Mariacki 1, 33-332 Kraków, Pologne",50.06167315,19.940216953666106,0,0,0,Cheapest beer,2.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prałatówka Kościoła Mariackiego, Plac Mariacki, Stare Miasto, Kraków, województwo małopolskie, Polska",,,Stare Miasto,Stare Miasto,Kraków,Kraków,Kraków,województwo małopolskie,Polska,,pl,Stare Miasto,,,,,,,Plac Mariacki,,,,,,,,,,,,,,,,,,,,,,,Prałatówka Kościoła Mariackiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Bullier,"22 Avenue de l'Observatoire, 75014 Paris, France",48.8394748,2.3364013,0,0,1,Kronenbourg,9.0,6.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22, Avenue de l'Observatoire, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",22,Avenue de l'Observatoire,,Paris 14e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75014,fr,Quartier du Montparnasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Bun'S Bazaar,"45 Rue Lepelletier, 59800 Lille, France",50.6384415,3.0628377999999996,0,0,3,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24bis, Rue Lepelletier, Le Vieux Lille, Vieux Lille, Lille, Nord, Hauts-de-France, France métropolitaine, 59000, France",24bis,Rue Lepelletier,Le Vieux Lille,Lille,Lille,Lille,Nord,Hauts-de-France,France,59000,fr,Vieux Lille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Bureau,"243 Rue Marcel Mérieux, 69007 Lyon, France",45.729541999999995,4.8303848,"[16, 0]","[18, 0]",0,Cheapest beer,5.1,2.05,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"243, Rue Marcel Mérieux, Gerland, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France",243,Rue Marcel Mérieux,,Lyon 7e Arrondissement,Lyon,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69007,fr,Gerland,,,,,Circonscription départementale du Rhône,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Bureau Des Ferrailleurs,"18 Rue de Lappe, 75011 Paris, France",48.8538061,2.3723632,"[16, 0]","[19, 0]",2,Cheapest beer,6.0,4.5,50,Brewdog Punk IPA,9.0,7.0,50.0,Delirium Tremens,9.0,7.0,50.0,1664 Blanche,8.0,5.0,50.0,Mad Beer,7.0,4.5,50.0,,,,,,,,,,,,,"18, Rue de Lappe, Quartier de la Roquette, Paris, Île-de-France, France métropolitaine, 75011, France",18,Rue de Lappe,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier de la Roquette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Burgerroom,"E Point Dr, Houston, TX 77054, USA",29.6699108,-95.4058715,"[13, 0]","[17, 0]",0,Cheapest beer,6.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9200, East Point Drive, Myrtle, Houston, Harris County, Texas, 77054, United States of America",9200,East Point Drive,,,Houston,,Harris County,Texas,United States of America,77054,us,,,,,,,,,,Myrtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Buvette Du Marché,"20 Rue Sainte-Claire, 74000 Annecy, France",45.8984091,6.1242715999999975,0,0,0,Cheapest beer,5.4,,50,Mont Blanc - La Rousse,4.2,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,"La Buvette du Marché, 20, Rue Sainte-Claire, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74000, France",20,,,Annecy,Annecy,Annecy,Haute-Savoie,Auvergne-Rhône-Alpes,France,74000,fr,,,,,,,,Rue Sainte-Claire,La Buvette du Marché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Buvette Saint-Antoine,"2 Quai des Célestins, 69002 Lyon, France",45.76119165,4.830965515438004,0,0,0,Carlsberg,6.9,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buvette Saint-Antoine, 2, Quai des Célestins, Bellecour, Lyon 2e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69002, France",2,Quai des Célestins,,Lyon 2e Arrondissement,Lyon,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69002,fr,Bellecour,,,,,Circonscription départementale du Rhône,,,,,,,,Buvette Saint-Antoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Bułka z Masłem,"Pawła Włodkowica 8, Wrocław, Poland",51.10821535,17.024169070547874,0,0,1,Cheapest beer,2.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8, Pawła Włodkowica, Dzielnica Czterech Świątyń, Osiedle Stare Miasto, Wrocław, województwo dolnośląskie, 50-072, Polska",8,Pawła Włodkowica,Dzielnica Czterech Świątyń,,Wrocław,Wrocław,Wrocław,województwo dolnośląskie,Polska,50-072,pl,Osiedle Stare Miasto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Bxl,"2 Cours Victor Hugo, 42000 Saint-Étienne, France",45.434125,4.387619,"[16, 0]","[19, 0]",3,Cheapest beer,5.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BXL, 2, Cours Victor Hugo, Badouillère, Les Grandes Molières, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42000, France",2,Cours Victor Hugo,Badouillère,,Saint-Étienne,Saint-Étienne,Loire,Auvergne-Rhône-Alpes,France,42000,fr,,,,,,,,,,Les Grandes Molières,,,,BXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
