;initial_search;ville;type;name;summary;image_src;wiki_link
98; Le Musée des Beaux-Arts;marseille;museum;Musée des Beaux-Arts de Marseille;Le musée des Beaux-Arts de Marseille, en Provence-Alpes-Côte d'Azur, est l'un des principaux musées de la ville. Installé dans une aile du palais Longchamp il présente une collection de peintures, sculptures et dessins du XVIe au XIXe siècle.;http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Palais_Longchamp.jpg/260px-Palais_Longchamp.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_Beaux-Arts_de_Marseille
99; Museum d’Histoire Naturelle;marseille;museum;Muséum national d'histoire naturelle;Le Muséum national d'histoire naturelle (MNHN) est un établissement français d'enseignement, de recherche et de diffusion de la culture scientifique naturaliste (sciences de la vie, sciences de la Terre, anthropologie et disciplines dérivées). Fondé en 1793 en continuité du Jardin royal des plantes médicinales créé en 1626, c'est l'un des plus anciens établissements mondiaux de ce type. Il est doté du statut de grand établissement et placé sous la double tutelle administrative des ministères de l'Enseignement supérieur et de la Recherche et de l'Environnement,. Son siège est le jardin des plantes de Paris mais il comporte d'autres sites, aussi bien à Paris qu'en différents lieux de France. Le Muséum dispose d'un personnel d'environ 2 200 membres dont 500 chercheurs. Depuis la réforme de 2014, il est dirigé par un Président, assisté de directeurs-généraux délégués.;http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/MNHN-logo.jpg/260px-MNHN-logo.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9um_national_d%27histoire_naturelle
100; Musée d’Art Contemporain;marseille;museum;Musée d'Art contemporain de Marseille;Le musée d'art contemporain de Marseille, également appelé « MAC », est le musée de la ville consacré à l'art contemporain avec des collections d'œuvres des années 1960 à nos jours.;http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Theo_van_Doesburg_010_%28detail%29.jpg/26px-Theo_van_Doesburg_010_%28detail%29.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_d%27Art_contemporain_de_Marseille
101; Le centre de la Vieille Charité;marseille;museum;Vieille Charité;La Vieille charité, située 2, rue de la Charité, au cœur du quartier du Panier dans le 2e arrondissement de Marseille, dans le quartier officiel des Grands-Carmes, est un bâtiment édifié au XVIIe siècle, sur les plans de Pierre Puget pour abriter les indigents et les pauvres de la ville. Il correspond à la mise en œuvre marseillaise du « grand enfermement » que Michel Foucault a mis en évidence dans sa fameuse Histoire de la folie à l'âge classique (1962).;http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/L%27hospice_de_La_Vieille_Charit%C3%A9_qui_abrite_le_Mus%C3%A9e_de_la_Vieille_Charit%C3%A9.jpg/260px-L%27hospice_de_La_Vieille_Charit%C3%A9_qui_abrite_le_Mus%C3%A9e_de_la_Vieille_Charit%C3%A9.jpg;https://fr.wikipedia.org/wiki/Vieille_Charit%C3%A9
102; Musée Regards de Provence;marseille;museum;Musée Regards de Provence;Le musée Regards de Provence est un musée créé à Marseille en 2013 par la Fondation Regards de Provence dans l'ancienne station sanitaire du port de Marseille. Sa collection, constituée par des mécènes privés, se compose de 850 œuvres d'art de l'Époque moderne à aujourd'hui, réunies pour valoriser le patrimoine artistique et culturel marseillais, provençal et méditerranéen.;http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Mus%C3%A9e_Regards_de_Provence.JPG/260px-Mus%C3%A9e_Regards_de_Provence.JPG;https://fr.wikipedia.org/wiki/Mus%C3%A9e_Regards_de_Provence
103; Musée des Docks Romains;marseille;museum;Musée des docks romains;Le musée des docks romains, situé 28 place Vivaux dans le 2e arrondissement de Marseille, présente in situ les vestiges d’un des rares entrepôts commerciaux romains connus dans le monde. Ces vestiges sont classés au titre des monuments historiques par arrêté du 22 octobre 1959.;http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Mus%C3%A9e_des_docks_romains_vue_g%C3%A9n%C3%A9rale.jpg/260px-Mus%C3%A9e_des_docks_romains_vue_g%C3%A9n%C3%A9rale.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_docks_romains
104; Bouillabaisse;marseille;food;Bouillabaisse;La bouillabaisse est une spécialité culinaire traditionnelle et institutionnelle de la cuisine de la Provence méditerranéenne. Originaire de Marseille, dont elle est un emblème, elle se compose d'une soupe de poissons accompagnée de croûtons de pain frottés à l’ail et tartinés de rouille, de morceaux de poissons, et de pommes de terre.;http://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Bouillabaisse_01.jpg/280px-Bouillabaisse_01.jpg;https://fr.wikipedia.org/wiki/Bouillabaisse
105; La soupe au Pistou;marseille;food;Cuisine de la Provence méditerranéenne;La cuisine de la Provence méditerranéenne est avant tout une cuisine liée aux produit de la pêche, de l'élevage et du terroir. Pêche maritime ou fluviale, viande des troupeaux ovin ou bovin, produits des plaines céréalières (blé et riz) ou des garrigues (huile et vin).;http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ail_en_Tresse.JPG/220px-Ail_en_Tresse.JPG;https://fr.wikipedia.org/wiki/Cuisine_de_la_Provence_m%C3%A9diterran%C3%A9enne
106; La daube provençale;marseille;food;Cuisine de la Provence méditerranéenne;La cuisine de la Provence méditerranéenne est avant tout une cuisine liée aux produit de la pêche, de l'élevage et du terroir. Pêche maritime ou fluviale, viande des troupeaux ovin ou bovin, produits des plaines céréalières (blé et riz) ou des garrigues (huile et vin).;http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ail_en_Tresse.JPG/220px-Ail_en_Tresse.JPG;https://fr.wikipedia.org/wiki/Cuisine_de_la_Provence_m%C3%A9diterran%C3%A9enne
107; Les pieds et paquets;marseille;food;Pieds paquets;Les pieds paquets ou pieds et paquets sont une spécialité marseillaise. L'invention de la recette est attribuée à Louis Ginouvès, un cuisinier du quartier de la Pomme à Marseille, en 1880.;http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Pieds_%26_Paquets.JPG/280px-Pieds_%26_Paquets.JPG;https://fr.wikipedia.org/wiki/Pieds_paquets
108; L’anchoïade;marseille;food;Marseille;Marseille (localement en occitan provençal : Marselha) est une commune du Sud-Est de la France, chef-lieu du département des Bouches-du-Rhône et de la région Provence-Alpes-Côte d'Azur.;http://upload.wikimedia.org/wikipedia/commons/thumb/0/09/MarseillePaysage.jpg/280px-MarseillePaysage.jpg;https://fr.wikipedia.org/wiki/Marseille
109; Les encornets farcis;marseille;food;Sète;Sète  (prononcé localement :  /ˈsɛ.tə/) — écrit Cette jusqu'en 1927 — est une commune française située dans le département de l'Hérault en région Occitanie. Elle appartient à la communauté d'agglomération Sète Agglopôle Méditerranée.;http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Western_S%C3%A8te_and_the_Sandsplit.jpg/280px-Western_S%C3%A8te_and_the_Sandsplit.jpg;https://fr.wikipedia.org/wiki/S%C3%A8te
110; Les panisses;marseille;food;Panisse;La  panisse est une spécialité culinaire d'origine ligure. Ce mets a passé la frontière et il est connu et apprécié dans le sud-est de la France de Nice jusqu'à Marseille.;http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Panisses_frits_%C3%A0_l%27huile_d%27olive.jpg/220px-Panisses_frits_%C3%A0_l%27huile_d%27olive.jpg;https://fr.wikipedia.org/wiki/Panisse
