;initial_search;name;ville;type;summary;image_src;wiki_link
100; Le centre de la Vieille Charité;Vieille Charité;marseille;museum;La Vieille charité, située 2, rue de la Charité, au cœur du quartier du Panier dans le 2e arrondissement de Marseille, dans le quartier officiel des Grands-Carmes, est un bâtiment édifié au XVIIe siècle, sur les plans de Pierre Puget pour abriter les indigents et les pauvres de la ville. Il correspond à la mise en œuvre marseillaise du « grand enfermement » que Michel Foucault a mis en évidence dans sa fameuse Histoire de la folie à l'âge classique (1962).;http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/L%27hospice_de_La_Vieille_Charit%C3%A9_qui_abrite_le_Mus%C3%A9e_de_la_Vieille_Charit%C3%A9.jpg/260px-L%27hospice_de_La_Vieille_Charit%C3%A9_qui_abrite_le_Mus%C3%A9e_de_la_Vieille_Charit%C3%A9.jpg;https://fr.wikipedia.org/wiki/Vieille_Charit%C3%A9
101; Musée Regards de Provence;Musée Regards de Provence;marseille;museum;Le musée Regards de Provence est un musée créé à Marseille en 2013 par la Fondation Regards de Provence dans l'ancienne station sanitaire du port de Marseille. Sa collection, constituée par des mécènes privés, se compose de 850 œuvres d'art de l'Époque moderne à aujourd'hui, réunies pour valoriser le patrimoine artistique et culturel marseillais, provençal et méditerranéen.;http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Mus%C3%A9e_Regards_de_Provence.JPG/260px-Mus%C3%A9e_Regards_de_Provence.JPG;https://fr.wikipedia.org/wiki/Mus%C3%A9e_Regards_de_Provence
102; Musée des Docks Romains;Musée des docks romains;marseille;museum;Le musée des docks romains, situé 28 place Vivaux dans le 2e arrondissement de Marseille, présente in situ les vestiges d’un des rares entrepôts commerciaux romains connus dans le monde. Ces vestiges sont classés au titre des monuments historiques par arrêté du 22 octobre 1959.;http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Mus%C3%A9e_des_docks_romains_vue_g%C3%A9n%C3%A9rale.jpg/260px-Mus%C3%A9e_des_docks_romains_vue_g%C3%A9n%C3%A9rale.jpg;https://fr.wikipedia.org/wiki/Mus%C3%A9e_des_docks_romains
103; Bouillabaisse;Bouillabaisse;marseille;food;La bouillabaisse est une spécialité culinaire traditionnelle et institutionnelle de la cuisine de la Provence méditerranéenne. Originaire de Marseille, dont elle est un emblème, elle se compose d'une soupe de poissons accompagnée de croûtons de pain frottés à l’ail et tartinés de rouille, de morceaux de poissons, et de pommes de terre.;http://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Bouillabaisse_01.jpg/280px-Bouillabaisse_01.jpg;https://fr.wikipedia.org/wiki/Bouillabaisse
104; La soupe au Pistou;Soupe au pistou;marseille;food;La soupe au pistou est une soupe aux légumes d'été, avec des pâtes, servie avec du pistou, un mélange pilé d'ail, d'huile d'olive et de basilic.;http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Pistour-4.JPG/280px-Pistour-4.JPG;https://fr.wikipedia.org/wiki/Soupe_au_pistou
105; Le riz aux favouilles;n/a;marseille;food;n/a;n/a;n/a
106; La daube provençale;Daube provençale;marseille;food;La daube provençale (adòba, adobo en provençal) est une spécialité régionale traditionnelle de la cuisine provençale, à base de ragoût de viande de bœuf, ou de mouton, d'agneau, de sanglier, de taureau, marinée dans du vin rouge ou du vin blanc du vignoble de Provence, traditionnellement cuite à l'étouffée braisée au coin du feu, dans une daubière en terre cuite provençale.;http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Daube_proven%C3%A7ale_03.jpg/280px-Daube_proven%C3%A7ale_03.jpg;https://fr.wikipedia.org/wiki/Daube_proven%C3%A7ale
107; Les pieds et paquets;Pieds paquets;marseille;food;Les pieds paquets ou pieds et paquets sont une spécialité marseillaise. L'invention de la recette est attribuée à Louis Ginouvès, un cuisinier du quartier de la Pomme à Marseille, en 1880.;http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Pieds_%26_Paquets.JPG/280px-Pieds_%26_Paquets.JPG;https://fr.wikipedia.org/wiki/Pieds_paquets
108; L’anchoïade;Anchoïade;marseille;food;Une anchoïade est une recette et une spécialité traditionnelle de la cuisine provençale, à base d'anchois, de câpres, d'huile d'olive, et d'ail, traditionnellement pilonnés dans un mortier. Variante du pissalat niçois, ou de la tapenade, elle est traditionnellement consommée en apéritif sur des tranches de pain, ou bien en « fondue occitane » chaude ou froide avec des crudités (bâtonnets de légumes crus trempés dans la préparation).;http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Ancho%C3%AFade.jpg/280px-Ancho%C3%AFade.jpg;https://fr.wikipedia.org/wiki/Ancho%C3%AFade
109; Les encornets farcis;Calmar;marseille;food;Les calmars, aussi appelés calamars, ou teuthides constituent un groupe morphologique, apparu au début du Jurassique, de céphalopodes décapodes marins regroupant près de 300 espèces. La plupart des espèces n'ont pas de nom vernaculaire spécifique et sont donc désignées en français sous le nom générique de « calmar ». Il en est de même pour le terme encornet, autre nom vernaculaire plus particulièrement utilisé lorsque ces animaux sont considérés en tant que comestibles ou appâts de pêche. L'ordre des Teuthida, qui regroupait tous les calmars, est désormais considéré comme obsolète parce que paraphylétique. Il est maintenant séparé en Myopsida et Oegopsida.;http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Loligo_forbesii.jpg/330px-Loligo_forbesii.jpg;https://fr.wikipedia.org/wiki/Calmar
110; Les panisses;Panisse;marseille;food;La  panisse est une spécialité culinaire d'origine ligure. Ce mets a passé la frontière et il est connu et apprécié dans le sud-est de la France de Nice jusqu'à Marseille.;http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Panisses_frits_%C3%A0_l%27huile_d%27olive.jpg/220px-Panisses_frits_%C3%A0_l%27huile_d%27olive.jpg;https://fr.wikipedia.org/wiki/Panisse
